source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,012002,Consulenza tecnica preventiva (art. 696-bis cpc.) - responsabilità sanitaria L. 24/2017,Procedimenti speciali sommari,Procedimenti cautelari ante causam - istruzione preventiva,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_08BC371DF63A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,012002,Consulenza tecnica preventiva (art. 696-bis cpc.) - responsabilità sanitaria L. 24/2017,Procedimenti speciali sommari,Procedimenti cautelari ante causam - istruzione preventiva,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_A3480F0FD3A1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,012003,Consulenza tecnica preventiva (art. 696-bis cpc) - altre ipotesi,Procedimenti speciali sommari,Procedimenti cautelari ante causam - istruzione preventiva,Procedimento cautelare o istruzione preventiva,generico_da_classificare,"Termini per osservazioni, nomina consulenti di parte e operazioni peritali",,,,Dal provvedimento di nomina o dal calendario del CTU,termine istruttorio,c.p.c. artt. 696 e 696-bis,Leggere sempre il provvedimento: il termine è normalmente fissato dal giudice o dal CTU.,manual_review,False,forward,civil,GP_TERM_43EC3FC2FD76,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,012003,Consulenza tecnica preventiva (art. 696-bis cpc) - altre ipotesi,Procedimenti speciali sommari,Procedimenti cautelari ante causam - istruzione preventiva,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_94C0027349E1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,012003,Consulenza tecnica preventiva (art. 696-bis cpc) - altre ipotesi,Procedimenti speciali sommari,Procedimenti cautelari ante causam - istruzione preventiva,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C22563467050,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,014002,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),Procedimenti speciali sommari,Procedimenti cautelari davanti alla Corte di Appello,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_0038D11D2FD0,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,014002,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),Procedimenti speciali sommari,Procedimenti cautelari davanti alla Corte di Appello,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_218F9014CE4C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,014002,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),Procedimenti speciali sommari,Procedimenti cautelari davanti alla Corte di Appello,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_64BFA7804F59,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,014100,Reclamo alla Corte di Appello avverso Procedimenti Cautelari,Impugnazioni cautelari,,Reclamo cautelare ex art. 669-terdecies c.p.c.,impugnazione,Proposizione reclamo,15,,,comunicazione/notificazione provvedimento,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_5529B25388D7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,015011,Provvedimenti d'urgenza ex art. 700 c.p.c.,Procedimenti cautelari atipici,,Procedimento cautelare uniforme,generico_da_classificare,"Instaurazione merito (se ante causam, per misure conservative)",60,,,esecuzione misura,perentorio,art. 669-octies c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_91FA6040706D,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017002,Sequestro giudiziario ex art. 670 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_523A4D2B45C5,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017002,Sequestro giudiziario ex art. 670 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_AAE3614D5087,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017002,Sequestro giudiziario ex art. 670 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_7995DD6708B5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017003,Sequestro (liberatorio) ex art. 687 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_B0D26C370829,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017003,Sequestro (liberatorio) ex art. 687 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_8D0FEEE48A02,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017003,Sequestro (liberatorio) ex art. 687 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_136C7200B58F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017004,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_0582C1B57911,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017004,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_3AB831E1320A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017004,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_80241E51E0E1,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017007,Sequestro (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_87258FA87B02,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017007,Sequestro (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_389BF6B64BF9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017007,Sequestro (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_B8DFF125DB15,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017008,Descrizione (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_054DBE6097F3,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017008,Descrizione (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_37FA61615F4C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017008,Descrizione (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_AEB69F2EE0C7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017009,Inibitoria (art. 156 l. n. 663/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_65E8EFC524E1,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017009,Inibitoria (art. 156 l. n. 663/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_E2E816111293,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017009,Inibitoria (art. 156 l. n. 663/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_619E0248F54A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017010,Sequestro (art. 161 l. n. 633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_6C411BB26C2A,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017010,Sequestro (art. 161 l. n. 633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_381F4D54A24A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017010,Sequestro (art. 161 l. n. 633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C493B28CBCE7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017011,Descrizione (art. 161 L.633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_E0267E89CF20,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017011,Descrizione (art. 161 L.633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_B58BF1C14A9E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017011,Descrizione (art. 161 L.633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_816C73559262,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017012,Consulenza tecnica preventiva (art. 128 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,generico_da_classificare,"Termini per osservazioni, nomina consulenti di parte e operazioni peritali",,,,Dal provvedimento di nomina o dal calendario del CTU,termine istruttorio,c.p.c. artt. 696 e 696-bis,Leggere sempre il provvedimento: il termine è normalmente fissato dal giudice o dal CTU.,manual_review,False,forward,civil,GP_TERM_AF6BE58C19B2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017012,Consulenza tecnica preventiva (art. 128 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_5D21EA5AF471,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017012,Consulenza tecnica preventiva (art. 128 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_AFC55C0E276F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017999,Altri procedimenti cautelari - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_DD98B61F9874,Importabile come template giorni se evento generatore e' valorizzato.
