codice,denominazione,official_catalog,internal_alias,depositabile,fonti_count,presidi_present,non_bloccante,deposit_rule_present,deposit_contaminated,status,error
012002,Consulenza tecnica preventiva (art. 696-bis cpc.) - responsabilità sanitaria L. 24/2017,True,False,True,16,True,True,True,False,ok,
012003,Consulenza tecnica preventiva (art. 696-bis cpc) - altre ipotesi,True,False,True,16,True,True,True,False,ok,
012011,Ispezione preventiva,True,False,True,11,True,True,True,False,ok,
012021,"Descrizione (art. 161 L. 633/1941, artt. 81-82 R.D. 1127/1939, artt. 61-62 R.D. 929/1942)",True,False,True,14,True,True,True,False,ok,
013001,"Inibitoria (art. 63 R.D. 929/1942 marchi, art. 83 R.D. 1127/1939 brevetti, L. 52/1996)",True,False,True,13,True,True,True,False,ok,
014001,Istanza sospensione dell'esecuzione ex art. 373 c.p.c.,True,False,True,14,True,True,True,False,ok,
014002,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),True,False,True,17,True,True,True,False,ok,
014100,Reclamo alla Corte di Appello avverso Procedimenti Cautelari,True,False,True,12,True,True,True,False,ok,
015001,Denuncia di nuova opera o di danno temuto (art. 688 c.p.c.),True,False,True,11,True,True,True,False,ok,
015011,Provvedimento d'urgenza ex art. 700 c.p.c. (atipico),True,False,True,13,True,True,True,False,ok,
016001,Mantenimento figli naturali o legittimi (istanza ex art. 148 c.c.),True,False,True,14,True,True,True,False,ok,
016011,Assegno provvisorio per alimenti (art. 446 c.c.),True,False,True,13,True,True,True,False,ok,
017001,Sequestro conservativo ex art. 671 c.p.c. - Sez. Spec. Impresa,True,False,True,10,True,True,True,False,ok,
017002,Sequestro giudiziario ex art. 670 c.p.c. - Sez. Spec. Impresa,True,False,True,19,True,True,True,False,ok,
017003,Sequestro (liberatorio) ex art. 687 c.p.c. - Sez. Spec. Impresa,True,False,True,19,True,True,True,False,ok,
017004,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato,True,False,True,17,True,True,True,False,ok,
017005,Provvedimenti d'urgenza ex art. 700 c.p.c. - Sez. Spec. Impresa,True,False,True,13,True,True,True,False,ok,
017006,Inibitoria (art. 131 c.p.i.),True,False,True,14,True,True,True,False,ok,
017007,Sequestro (art. 129 c.p.i.),True,False,True,17,True,True,True,False,ok,
017008,Descrizione (art. 129 c.p.i.),True,False,True,17,True,True,True,False,ok,
017009,Inibitoria (art. 156 l. n. 663/1941 – Legge Autore),True,False,True,17,True,True,True,False,ok,
017010,Sequestro (art. 161 l. n. 633/1941 – Legge Autore),True,False,True,17,True,True,True,False,ok,
017011,Descrizione (art. 161 L.633/1941 – Legge Autore),True,False,True,17,True,True,True,False,ok,
017012,Consulenza tecnica preventiva (art. 128 c.p.i.),True,False,True,16,True,True,True,False,ok,
017013,ATP/prova testimoniale (art. 696 c.p.c.) - Sez. Spec. Imprese,True,False,True,11,True,True,True,False,ok,
017014,CTU preventiva conciliativa (art. 696-bis) - Sez. Spec. Impresa,True,False,True,11,True,True,True,False,ok,
017999,Altri procedimenti cautelari - Sez. Spec. Impresa,True,False,True,17,True,True,True,False,ok,
018001,Istanza sospensione dell'esecuzione ex art. 373 c.p.c.,True,False,True,17,True,True,True,False,ok,
018002,Altri procedimenti cautelari,True,False,True,17,True,True,True,False,ok,
019999,Altri procedimenti cautelari,True,False,True,17,True,True,True,False,ok,
020001,"Azione di reintegrazione nel possesso (artt. 703 c.p.c., 1168-1169 c.c.)",True,False,True,10,True,True,True,False,ok,
020011,Azione di manutenzione nel possesso (artt. 703 c.p.c. e 1170 c.c.),True,False,True,11,True,True,True,False,ok,
030001,Intimazione di licenza o di sfratto per finita locazione (art. 657 c.p.c.) - uso abitativo,True,False,True,14,True,True,True,False,ok,
030002,Intimazione di licenza o di sfratto per finita locazione (art. 657 c.p.c.) - uso diverso,True,False,True,14,True,True,True,False,ok,
030011,Intimazione di sfratto per morosità (art. 658 c.p.c.) - uso abitativo,True,False,True,12,True,True,True,False,ok,
030012,Intimazione di licenza o di sfratto per morosità (art. 658 c.p.c.) - uso diverso,True,False,True,12,True,True,True,False,ok,
030021,Intimazione di licenza o di sfratto per cessazione del rapporto di locazione d'opera (art. 659 c.p.c.),True,False,True,22,True,True,True,False,ok,
050001,Procedimento di Ingiunzione Ante Causam,True,False,True,19,True,True,True,False,ok,
051001,Sequestro conservativo ex art. 671 c.p.c.,True,False,True,21,True,True,True,False,ok,
051002,Sequestro giudiziario ex art. 670 c.p.c.,True,False,True,21,True,True,True,False,ok,
051003,Sequestro (liberatorio) ex art. 687 c.p.c.,True,False,True,21,True,True,True,False,ok,
052001,Prova testimoniale e/o Accertamento tecnico preventivo,True,False,True,20,True,True,True,False,ok,
052011,Ispezione preventiva,True,False,True,21,True,True,True,False,ok,
053001,"Inibitoria(art.63R.D.n.929/1942,art.83R.D.n.1127/1939,L n.52/1996,d.lgs.30/2005)",True,False,True,21,True,True,True,False,ok,
055011,Provvedimenti d'urgenza ex art. 700 c.p.c,True,False,True,21,True,True,True,False,ok,
059999,Altri procedimenti cautelari in materia di diritto societario ecc.,True,False,True,21,True,True,True,False,ok,
100001,Opposizione a precetto (art. 615 c. 1 c.p.c.),True,False,True,10,True,True,True,False,ok,
100011,Opposizione all'esecuzione ex art. 615 c. 2 c.p.c. (dopo l'inizio dell'esecuzione),True,False,True,10,True,True,True,False,ok,
100012,"Opposizione all'esecuzione (art. 615, c. 2, c.p.c.) - immobiliare",True,False,True,10,True,True,True,False,ok,
100019,Opposizione all'esecuzione mobiliare e immobiliare riassunta davanti al Giudice di Pace,True,False,True,16,True,True,True,False,ok,
100021,Opposizione agli atti esecutivi (art. 617 c.p.c.) - mobiliare,True,False,True,10,True,True,True,False,ok,
100022,Opposizione agli atti esecutivi (art. 617 c.p.c.) - immobiliare,True,False,True,10,True,True,True,False,ok,
100031,Opposizione del terzo (art. 619 c.p.c.) - mobiliare,True,False,True,12,True,True,True,False,ok,
100032,Opposizione del terzo (art. 619 c.p.c.) - immobiliare,True,False,True,12,True,True,True,False,ok,
100039,Opposizione del terzo all'esecuzione mob. e immob. davanti al Giudice di Pace,True,False,True,12,True,True,True,False,ok,
100041,Accertamento dell'obbligo del terzo ex art. 548 c.p.c.,True,False,True,12,True,True,True,False,ok,
100999,PROVA,True,False,True,22,True,True,True,False,ok,
101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),True,False,True,9,True,True,True,False,ok,
101002,Revocazione della sentenza ex artt. 395 e ss. c.p.c.,True,False,True,12,True,True,True,False,ok,
101003,Opposizione di terzo ex artt. 404 e ss. c.p.c.,True,False,True,12,True,True,True,False,ok,
101004,Revocazione per contrarietà alla Convenzione europea dei diritti dell'uomo ex art. 391-quater,True,False,True,15,True,True,True,False,ok,
101005,"Ricorso al Presidente del Tribunale per ricusazione arbitro (art. 815, comma 3 cpc)",True,False,True,22,True,True,True,False,ok,
101011,Rogatorie civili,True,False,True,22,True,True,True,False,ok,
101012,Prova Delegata,True,False,True,22,True,True,True,False,ok,
102001,Azione surrogatoria ex art. 2900 c.c.,True,False,True,12,True,True,True,False,ok,
102002,Azione revocatoria ordinaria (art. 2901 c.c.),True,False,True,16,True,True,True,False,ok,
102011,Privilegio,True,False,True,17,True,True,True,False,ok,
103001,Questioni di diritto della navigazione (esclusi i contratti di trasporto),True,False,True,22,True,True,True,False,ok,
104001,Controversie di competenza del Tribunale Regionale delle Acque Pubbliche,True,False,True,15,True,True,True,False,ok,
105001,Usi civici,True,False,True,15,True,True,True,False,ok,
106001,Opposizione alla esecutorietà dei lodi arbitrali stranieri (art. 840 c.p.c.),True,False,True,12,True,True,True,False,ok,
106002,Impugnazione di lodi nazionali (art. 828 c.p.c.),True,False,True,12,True,True,True,False,ok,
106003,Espropriazione,True,False,True,15,True,True,True,False,ok,
106004,Azione di nullita e risarcimento in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),True,False,True,16,True,True,True,False,ok,
106005,Opposizione avverso il decreto di esecutivita sentenze in materia civile e commerciale di cui alle convenzioni di Bruxelles e Lugano (L. 804/71),True,False,True,15,True,True,True,False,ok,
106007,Reclamo ex art. 818-bis cpc,True,False,True,15,True,True,True,False,ok,
106502,Accertamento requisiti sentenze straniere in materia diversa da quella matrimoniale (art. 67 L. n. 218/95),True,False,True,15,True,True,True,False,ok,
108001,Istanza di conciliazione,True,False,True,22,True,True,True,False,ok,
109999,Altri istituti e leggi speciali,True,False,True,22,True,True,True,False,ok,
110000,Altre ipotesi di cui al comma 3 art. 3 L.46/2017,True,False,True,16,True,True,True,False,ok,
110001,Interdizione (COLLEGIO),True,False,True,12,True,True,True,False,ok,
110002,Inabilitazione (COLLEGIO),True,False,True,12,True,True,True,False,ok,
110011,"Diritti della personalita (anche della persona giuridica) (es.: identita personale, nome, immagine, onore e reputazione, riservatezza)",True,False,True,16,True,True,True,False,ok,
110021,Diritti di elettorato attivo e passivo,True,False,True,16,True,True,True,False,ok,
110022,Diritti della cittadinanza,True,False,True,16,True,True,True,False,ok,
110023,Riconoscimento dello stato di apolidia,True,False,True,16,True,True,True,False,ok,
110031,Diritti relativi al trattamento dei dati personali,True,False,True,14,True,True,True,False,ok,
110032,Impugnazione ex art. 35 D.Lgs. 25/2008 (protezione internazionale),True,False,True,13,True,True,True,False,ok,
110033,Riconoscimento diritto di soggiorno cittadini UE (art. 8. Dlgs 30/2007),True,False,True,16,True,True,True,False,ok,
110034,Impugnazione provvedimento di allontanamento ex art. 20 e 21 D.Lgs 30/2007,True,False,True,16,True,True,True,False,ok,
110035,Impugnazioni Unita' Dublino UE 604/2013,True,False,True,15,True,True,True,False,ok,
110036,Convalida del provvedimento di trattenimento o proroga del trattenimento,True,False,True,16,True,True,True,False,ok,
110037,Ricongiungimento familiare (art.30),True,False,True,16,True,True,True,False,ok,
110038,Impugnazione avverso diniego/revoca di rilascio/rinnovo permesso di soggiorno,True,False,True,15,True,True,True,False,ok,
110039,Impugnazione avverso diniego di visto di ingresso per motivi di ricongiungimento familiare da parte dell’autorita' consolare,True,False,True,16,True,True,True,False,ok,
110040,Impugnazione diniego protezione umanitaria da parte del Questore,True,False,True,15,True,True,True,False,ok,
110041,Convalida del provvedimento del questore di accompagnamento immediato alla frontiera,True,False,True,16,True,True,True,False,ok,
110044,Reclamo avverso diniego sospensione provvedimento,True,False,True,15,True,True,True,False,ok,
110045,Convalida dei provvedimenti di trattenimento per i cittadini comunitari,True,False,True,16,True,True,True,False,ok,
110999,Altri istituti relativi allo stato della persona ed ai diritti della personalita,True,False,True,16,True,True,True,False,ok,
111001,Separazione consensuale,True,False,True,14,True,True,True,False,ok,
111002,Separazione giudiziale,True,False,True,16,True,True,True,False,ok,
111003,Separazione consensuale dei coniugi (omologa),True,False,True,17,True,True,True,False,ok,
111004,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),True,False,True,16,True,True,True,False,ok,
111005,Modifica delle condizioni di separazione (contenzioso),True,False,True,16,True,True,True,False,ok,
111010,Modifica delle condizioni di separazione (ricorso congiunto),True,False,True,16,True,True,True,False,ok,
111011,Divorzio congiunto,True,False,True,16,True,True,True,False,ok,
111012,Divorzio contenzioso - Cessazione effetti civili,True,False,True,16,True,True,True,False,ok,
111013,Modifica delle condizioni di divorzio (contenzioso),True,False,True,16,True,True,True,False,ok,
111014,Modifica delle condizioni di divorzio (ricorso congiunto),True,False,True,16,True,True,True,False,ok,
111021,Divorzio congiunto (su domanda di entrambi i coniugi),True,False,True,16,True,True,True,False,ok,
111022,Divorzio contenzioso - Scioglimento matrimonio,True,False,True,21,True,True,True,False,ok,
111023,Separazione giudiziale e divorzio congiunto (Cessazione effetti civili),True,False,True,16,True,True,True,False,ok,
111024,Separazione giudiziale e divorzio contenzioso (Cessazione effetti civili),True,False,True,16,True,True,True,False,ok,
111101,Filiazione legittima,True,False,True,16,True,True,True,False,ok,
111102,Filiazione naturale,True,False,True,16,True,True,True,False,ok,
111103,Dichiarazione giudiziale di paternità/maternità naturale di persona maggiorenne - merito,True,False,True,13,True,True,True,False,ok,
111104,Attuazione dei provvedimenti sull'affidamento,True,False,True,16,True,True,True,False,ok,
111105,Dichiarazione giudiziale di paternità e maternità naturale - ammissibilita',True,False,True,16,True,True,True,False,ok,
111106,Regolamentazione dell'esercizio della responsabilità genitoriale (contenzioso),True,False,True,16,True,True,True,False,ok,
111107,Regolamentazione dell'esercizio della responsabilità genitoriale (ricorso congiunto),True,False,True,16,True,True,True,False,ok,
111108,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (contenzioso),True,False,True,16,True,True,True,False,ok,
111109,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (ricorso congiunto),True,False,True,16,True,True,True,False,ok,
111110,Azione di dichiarazione giudiziale di paternità o maternità riguardante minori (art.274 Cod. Civ.) (contenzioso),True,False,True,16,True,True,True,False,ok,
111111,Impugnazione di riconoscimento di paternità o maternità riguardante minori (artt.74 e 264 Cod. Civ.) (contenzioso),True,False,True,16,True,True,True,False,ok,
111201,Matrimonio (promessa di matrimonio ex artt. 79-81 c.c. - opposizione al matrimonio ex artt. 102 - 104 c.c. - impugnazione del matrimonio ex artt. 117 e ss. c.c.),True,False,True,16,True,True,True,False,ok,
111211,Regime Patrimoniale: della famiglia ex artt. 159 e ss. c.c.,True,False,True,16,True,True,True,False,ok,
111212,Regime Patrimoniale della famiglia di fatto,True,False,True,16,True,True,True,False,ok,
111213,Attribuzione di quota di pensione e di indennità di fine rapporto lavorativo,True,False,True,18,True,True,True,False,ok,
111214,Fondo patrimoniale (artt. 167 e ss. c.c.),True,False,True,16,True,True,True,False,ok,
111215,Sostituzione dell'amministratore del patrimonio familiare,True,False,True,16,True,True,True,False,ok,
111216,Sequestro dei beni del coniuge separato (art. 156 c.c.),True,False,True,17,True,True,True,False,ok,
111217,Fondo di solidarietà a tutela del coniuge in stato di bisogno,True,False,True,16,True,True,True,False,ok,
111301,Alimenti,True,False,True,13,True,True,True,False,ok,
111401,Mutamento di sesso,True,False,True,16,True,True,True,False,ok,
111402,Stato civile (rettifica del nome e altri atti dello Stato civile),True,False,True,16,True,True,True,False,ok,
111403,Dichiarazione di assenza o di morte presunta (COLLEGIO),True,False,True,16,True,True,True,False,ok,
111404,Adozione di maggiorenni,True,False,True,16,True,True,True,False,ok,
111501,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),True,False,True,16,True,True,True,False,ok,
111502,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),True,False,True,16,True,True,True,False,ok,
111503,Istanza per la nomina del curatore speciale del minore,True,False,True,16,True,True,True,False,ok,
111504,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",True,False,True,16,True,True,True,False,ok,
111601,Misure di protezione contro gli abusi familiari (art. 473 bis.71 c.p.c.),True,False,True,16,True,True,True,False,ok,
111602,"Ricorso per violenza domestica o di genere ex artt. 473 bis.40, 473 bis. 41, 73 bis.42",True,False,True,16,True,True,True,False,ok,
111604,Istanza per la nomina del curatore speciale del minore,True,False,True,16,True,True,True,False,ok,
111999,"Altri istituti di diritto di famiglia (es.: mantenimento figli naturali e legittimi, etc.)",True,False,True,16,True,True,True,False,ok,
112001,Deprecato per iscrizione in secondo grado - Interdizione di minori,True,False,True,16,True,True,True,False,ok,
112002,Deprecato per iscrizione in secondo grado - Inabilitazione di minori,True,False,True,16,True,True,True,False,ok,
112102,Riconoscimento di figlio naturale (art. 250 c.c.),True,False,True,16,True,True,True,False,ok,
112103,Dichiarazione giudiziale di paternità/maternità naturale di minorenne - merito (art. 269 c.p.c.),True,False,True,13,True,True,True,False,ok,
112104,Regolamentazione rapporti con gli ascendenti (art. 317-bis Cod. Civ.),True,False,True,16,True,True,True,False,ok,
112105,Controllo della responsabilità genitoriale sui figli (art. 330 - 333 Cod. Civ.),True,False,True,16,True,True,True,False,ok,
112106,Convalida del provvedimento ex art. 403 CC,True,False,True,16,True,True,True,False,ok,
112107,Affidamento minori (post Riforma Cartabia),True,False,True,16,True,True,True,False,ok,
112108,Istanza ex art. 473 bis.69 Cpc (Ordini di protezione contro gli abusi familiari su soggetto minore),True,False,True,16,True,True,True,False,ok,
112109,Provvedimenti indifferibili (Art. 473 bis.15 C.p.c.),True,False,True,16,True,True,True,False,ok,
112110,Attuazione dei provvedimenti sull'affidamento (Art. 473 bis.38 Cpc),True,False,True,16,True,True,True,False,ok,
112111,Provvedimenti in caso di inadempienze o violazioni (Art. 473 bis.39 C.p.c.),True,False,True,16,True,True,True,False,ok,
112202,"Disconoscimento di figlio naturale (art. 250, 233, 244 c.c.)",True,False,True,16,True,True,True,False,ok,
112999,Altri procedimenti in materia minorile,True,False,True,16,True,True,True,False,ok,
118001,Controversie di competenza del TSAP ex art. 142 rd 1775/1933,True,False,True,22,True,True,True,False,ok,
118002,Controversie di competenza del TSAP ex art. 143 rd 1775/1933,True,False,True,22,True,True,True,False,ok,
118003,Revocazione ex art. 199 rd 1775/1933,True,False,True,22,True,True,True,False,ok,
118004,Rettificazione sentenza ex art. 204 rd 1775/1933,True,False,True,22,True,True,True,False,ok,
118099,Altre controversie di competenza del TSAP,True,False,True,22,True,True,True,False,ok,
120001,Cause di impugnazione dei testamenti e di riduzione per lesione di legittima,True,False,True,10,True,True,True,False,ok,
120011,Divisione di beni caduti in successione,True,False,True,12,True,True,True,False,ok,
129999,Altri istituti relativi alle successioni,True,False,True,22,True,True,True,False,ok,
130001,Azione di rivendicazione (immobiliare),True,False,True,9,True,True,True,False,ok,
130011,Superficie,True,False,True,22,True,True,True,False,ok,
130021,Enfiteusi,True,False,True,22,True,True,True,False,ok,
130031,Usufrutto,True,False,True,22,True,True,True,False,ok,
130032,Abitazione - Uso,True,False,True,22,True,True,True,False,ok,
130041,Costituzione di servitù coattiva (passaggio coattivo ex art. 1051 c.c. e altre servitù coattive),True,False,True,11,True,True,True,False,ok,
130051,Comunione e Condominio - impugnazione di delibera assembleare e spese condominiali,True,False,True,9,True,True,True,False,ok,
130052,tabelle millesimali,True,False,True,22,True,True,True,False,ok,
130099,altri rapporti condominiali,True,False,True,22,True,True,True,False,ok,
130111,Apposizione di termini,True,False,True,22,True,True,True,False,ok,
130121,Controversia in materia di immissioni,True,False,True,13,True,True,True,False,ok,
130131,Osservanza distanze riguardo alberi/siepi,True,False,True,22,True,True,True,False,ok,
131001,Diritti ed obblighi del possessore non riconducibili alle azioni di reintegrazione e manutenzione),True,False,True,22,True,True,True,False,ok,
131002,Usucapione (art. 1159 c.c. - usucapione decennale),True,False,True,12,True,True,True,False,ok,
131003,Usucapione (art. 1159-bis c.c. - usucapione speciale),True,False,True,12,True,True,True,False,ok,
131011,Divisione di beni non caduti in successione,True,False,True,22,True,True,True,False,ok,
131101,Diritti ed obblighi del possessore non riconducibili alle azioni di reintegrazione e manutenzione),True,False,True,22,True,True,True,False,ok,
132001,Pegno - Ipoteca - Trascrizione e pubblicita di beni immobili e mobili,True,False,True,17,True,True,True,False,ok,
139999,Altri istituti in materia di diritti reali possesso e trascrizioni,True,False,True,22,True,True,True,False,ok,
140001,Cessione dei crediti,True,False,True,22,True,True,True,False,ok,
140002,Arbitraggio - Perizia contrattuale,True,False,True,22,True,True,True,False,ok,
140011,Vendita di cose immobili,True,False,True,19,True,True,True,False,ok,
140012,Vendita di cose mobili,True,False,True,16,True,True,True,False,ok,
140021,Appalto di opere pubbliche,True,False,True,22,True,True,True,False,ok,
140022,"Appalto: altre ipotesi (artt. 1655 e ss. c.c., azione ex 1669 c.c.)",True,False,True,11,True,True,True,False,ok,
140031,Somministrazione,True,False,True,22,True,True,True,False,ok,
140032,Locazione di beni mobili,True,False,True,22,True,True,True,False,ok,
140033,"Spedizione - Trasporto (nazionale, internazionale, terrestre, aereo, marittimo, misto)",True,False,True,22,True,True,True,False,ok,
140034,Mandato,True,False,True,22,True,True,True,False,ok,
140035,Agenzia,True,False,True,22,True,True,True,False,ok,
140036,Mediazione,True,False,True,22,True,True,True,False,ok,
140037,Deposito,True,False,True,22,True,True,True,False,ok,
140038,Mutuo,True,False,True,22,True,True,True,False,ok,
140039,Transazione,True,False,True,22,True,True,True,False,ok,
140041,"Bancari (deposito bancario, cassetta di sicurezza, apertura di credito bancario)",True,False,True,15,True,True,True,False,ok,
140051,Assicurazione contro i danni,True,False,True,22,True,True,True,False,ok,
140052,Assicurazione sulla vita,True,False,True,22,True,True,True,False,ok,
140061,Fideiussione - Polizza fideiussoria,True,False,True,22,True,True,True,False,ok,
140101,Promessa di pagamento - Ricognizione di debito,True,False,True,22,True,True,True,False,ok,
140102,Titoli di credito,True,False,True,22,True,True,True,False,ok,
140111,Indebito soggettivo - Indebito oggettivo,True,False,True,22,True,True,True,False,ok,
140112,Arricchimento senza causa,True,False,True,22,True,True,True,False,ok,
140999,Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,True,False,True,22,True,True,True,False,ok,
141001,Donazione,True,False,True,22,True,True,True,False,ok,
142001,Prestazione d'opera intellettuale,True,False,True,22,True,True,True,False,ok,
142002,Responsabilità professionale,True,False,True,14,True,True,True,False,ok,
142999,Altri contratti d'opera,True,False,True,22,True,True,True,False,ok,
143101,Cessione di azienda,True,False,True,22,True,True,True,False,ok,
143102,Concessione di vendita,True,False,True,15,True,True,True,False,ok,
143103,Distribuzione,True,False,True,15,True,True,True,False,ok,
143104,Licenza d'uso,True,False,True,22,True,True,True,False,ok,
143105,Noleggio,True,False,True,22,True,True,True,False,ok,
143106,Subfomitura,True,False,True,22,True,True,True,False,ok,
143111,Factoring,True,False,True,22,True,True,True,False,ok,
143112,Franchising,True,False,True,22,True,True,True,False,ok,
143121,Leasing,True,False,True,22,True,True,True,False,ok,
143131,Intermediazione finanziaria (S.I.M.) - Contratti di Borsa,True,False,True,22,True,True,True,False,ok,
143999,Altri contratti atipici,True,False,True,22,True,True,True,False,ok,
144001,"Cessazione del contratto di locazione alla scadenza, uso abitativo",True,False,True,22,True,True,True,False,ok,
144002,"Cessazione del contratto di locazione alla scadenza, uso diverso",True,False,True,22,True,True,True,False,ok,
144011,Recesso dal contratto del Conduttore uso abitativo,True,False,True,22,True,True,True,False,ok,
144012,Recesso dal contratto del Conduttore uso diverso,True,False,True,22,True,True,True,False,ok,
144021,Risoluzione del contratto di locazione per inadempimento - uso abitativo,True,False,True,12,True,True,True,False,ok,
144022,Risoluzione del contratto di locazione per inadempimento uso diverso,True,False,True,12,True,True,True,False,ok,
144031,"Cause relative alla validita o efficacia del contratto o di singole clausole (azione di simulazione, nullita, annullamento, etc.)",True,False,True,22,True,True,True,False,ok,
144032,Pagamento del corrispettivo - Indennita di avviamento - Ripetizione di indebito - Risarcimento del danno,True,False,True,22,True,True,True,False,ok,
144033,"Diritto di prelazione - diritto di riscatto del conduttore (ex L. n. 392/1978, ex L. n.431/1998 e altre leggi speciali)",True,False,True,22,True,True,True,False,ok,
144101,Affitto di azienda,True,False,True,22,True,True,True,False,ok,
144201,"Opposizione al decreto di graduazione dello sfratto ex art. 6, L. n. 431/1998",True,False,True,12,True,True,True,False,ok,
144301,Comodato di immobile urbano,True,False,True,22,True,True,True,False,ok,
144401,Occupazione senza titolo di immobile,True,False,True,13,True,True,True,False,ok,
144999,Altri istituti del diritto delle locazioni,True,False,True,22,True,True,True,False,ok,
145001,Solo danni a cose - responsabilità extracontrattuale,True,False,True,12,True,True,True,False,ok,
145002,Risarcimento del danno - lesione personale (responsabilità extracontrattuale),True,False,True,14,True,True,True,False,ok,
145003,Morte - responsabilità extracontrattuale,True,False,True,12,True,True,True,False,ok,
145009,Azioni di competenza del Giudice di Pace in materia di risarcimento danno,True,False,True,22,True,True,True,False,ok,
145011,"Responsabilita dei genitori, dei tutori e dei maestri (art. 2048 c.c.)",True,False,True,22,True,True,True,False,ok,
145012,Responsabilita per l'esercizio di attivita pericolose (art. 2050 c.c.),True,False,True,22,True,True,True,False,ok,
145013,Responsabilita ex artt. 2049 - 2051 - 2052 c.c.,True,False,True,22,True,True,True,False,ok,
145014,Rovina di edificio (art. 2053c.c.),True,False,True,22,True,True,True,False,ok,
145021,Responsabilita del produttore,True,False,True,22,True,True,True,False,ok,
145111,Responsabilita civile dei magistrati (cause di cui alla legge n. 117/1988),True,False,True,22,True,True,True,False,ok,
145999,Altre ipotesi di responsabilita Extracontrattuale non ricomprese nelle altre materie (art. 2043 c.c. e norme speciali),True,False,True,22,True,True,True,False,ok,
146041,"Contratti bancari (deposito bancario, cassetta di sicurezza, apertura di credito bancario, anticipazione bancaria, conto corrente bancario, sconto bancario) cui non si applica il d.l.vo n. 5/2003",True,False,True,22,True,True,True,False,ok,
