source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,014002,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato (art. 33 L. n. 287/90),Procedimenti speciali sommari,Procedimenti cautelari davanti alla Corte di Appello,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_6B321A52CB85,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,014100,Reclamo alla Corte di Appello avverso Procedimenti Cautelari,Impugnazioni cautelari,,Reclamo cautelare ex art. 669-terdecies c.p.c.,impugnazione,Proposizione reclamo,15,,,comunicazione/notificazione provvedimento,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_5529B25388D7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,015011,Provvedimenti d'urgenza ex art. 700 c.p.c.,Procedimenti cautelari atipici,,Procedimento cautelare uniforme,generico_da_classificare,"Instaurazione merito (se ante causam, per misure conservative)",60,,,esecuzione misura,perentorio,art. 669-octies c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_91FA6040706D,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,017002,Sequestro giudiziario ex art. 670 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_918930155F5B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017003,Sequestro (liberatorio) ex art. 687 c.p.c. - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_D5F0A56637DF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017004,Provvedimenti cautelari in materia di tutela della concorrenza e del mercato,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_101D459DAC07,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017007,Sequestro (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_8893C2691D21,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017008,Descrizione (art. 129 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_558988B7DFA0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017009,Inibitoria (art. 156 l. n. 663/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_D977D4139FFC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017010,Sequestro (art. 161 l. n. 633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_260062FE09E6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017011,Descrizione (art. 161 L.633/1941 – Legge Autore),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_BF95401B1F58,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017012,Consulenza tecnica preventiva (art. 128 c.p.i.),Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_07377E7FEE60,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,017999,Altri procedimenti cautelari - Sez. Spec. Impresa,Procedimenti speciali sommari,Provvedimenti cautelari ante causam davanti alla Sezione specializzata impresa,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_B21A51C35D84,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,018001,Istanza sospensione dell'esecuzione ex art. 373 c.p.c.,Tribunale Superiore delle Acque Pubbliche,Procedimenti cautelari - Tribunale Superiore delle Acque Pubbliche,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_5D66E2ACAFFD,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,018002,Altri procedimenti cautelari,Tribunale Superiore delle Acque Pubbliche,Procedimenti cautelari - Tribunale Superiore delle Acque Pubbliche,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_FA475A647F2A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,019999,Altri procedimenti cautelari,Procedimenti speciali sommari,Procedimenti cautelari in genere - altri,Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_560049F6BE49,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,030001,Intimazione di licenza o di sfratto per finita locazione (art. 657 c.p.c.) - uso abitativo,Procedimenti speciali sommari,Procedimento per convalida di sfratto,,notifica,Notifica intimazione,,,,Prima dell'udienza di comparizione,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_CF29D3C05AE8,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base.full.json,030001,Intimazione di licenza o di sfratto per finita locazione (art. 657 c.p.c.) - uso abitativo,Procedimenti speciali sommari,Procedimento per convalida di sfratto,,costituzione,Costituzione intimante,,,,Prima dell'udienza,,,,informativo_non_calcolabile,False,forward,civil,GP_TERM_EED218B7C10F,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base.full.json,030021,Intimazione di licenza o di sfratto per cessazione del rapporto di locazione d'opera (art. 659 c.p.c.),Procedimenti speciali sommari,Procedimento per convalida di sfratto,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_897E407221BB,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,050001,Procedimento di Ingiunzione Ante Causam,Procedimenti speciali sommari,"Ingiunzioni ante causam in materia societaria, finanziaria, bancaria e creditizia",Procedimento monitorio ex artt. 633-656 c.p.c.,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_6B8DE834E9A6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,051001,Sequestro conservativo ex art. 671 c.p.c.,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - sequestro",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_F135EBE099ED,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,051002,Sequestro giudiziario ex art. 670 c.p.c.,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - sequestro",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_540EEAEB5C66,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,051003,Sequestro (liberatorio) ex art. 687 c.p.c.,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - sequestro",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_46A77FF3EAE9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,052001,Prova testimoniale e/o Accertamento tecnico preventivo,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - istruzione preventiva",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_6C6E89C0185A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,052011,Ispezione preventiva,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - istruzione preventiva",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_526F9C442CCF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,053001,"Inibitoria(art.63R.D.n.929/1942,art.83R.D.n.1127/1939,L n.52/1996,d.lgs.30/2005)",Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - inibitoria",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_BDDBA16376DC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,055011,Provvedimenti d'urgenza ex art. 700 c.p.c,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - azioni residuali",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_4CA34753535C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,059999,Altri procedimenti cautelari in materia di diritto societario ecc.,Procedimenti speciali sommari,"Cautelari ante causam in materia societaria, finanziaria, bancaria e creditizia - altro",Procedimento cautelare o istruzione preventiva,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,admin,GP_TERM_371013E69926,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,100001,Opposizione a precetto (art. 615 c. 1 c.p.c.),Opposizioni all'esecuzione,Opposizione pre-esecutiva (contestazione del diritto a procedere),Rito ordinario di cognizione (anche con profili cautelari per sospensione efficacia precetto),notifica,Validità del precetto,90,,,notifica precetto,decadenziale,art. 481 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_F26E015D7E33,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100001,Opposizione a precetto (art. 615 c. 1 c.p.c.),Opposizioni all'esecuzione,Opposizione pre-esecutiva (contestazione del diritto a procedere),Rito ordinario di cognizione (anche con profili cautelari per sospensione efficacia precetto),impugnazione,Inizio esecuzione (dopo il quale opposizione diventa ex 615 c. 2),,,,pignoramento,preclusivo,art. 615 c. 2 c.p.c.,,informativo_non_calcolabile,False,forward,civil,GP_TERM_F6B37D1CCD86,Manca unita' numerica o decorrenza calcolabile.
pct\data\legal_knowledge_base.full.json,100001,Opposizione a precetto (art. 615 c. 1 c.p.c.),Opposizioni all'esecuzione,Opposizione pre-esecutiva (contestazione del diritto a procedere),Rito ordinario di cognizione (anche con profili cautelari per sospensione efficacia precetto),notifica,Termine a comparire ordinario,90,,,notifica citazione,minimo legale,art. 163-bis c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_C2E4C42599A8,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100001,Opposizione a precetto (art. 615 c. 1 c.p.c.),Opposizioni all'esecuzione,Opposizione pre-esecutiva (contestazione del diritto a procedere),Rito ordinario di cognizione (anche con profili cautelari per sospensione efficacia precetto),notifica,Costituzione attore,10,,,notifica citazione,perentorio,art. 165 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_3F20C5FD0C0E,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),impugnazione,OPPOSIZIONE,40,,,notifica DI,DECADENZIALE,art. 641 c.p.c.,MASSIMA,calcolabile_giorni,True,forward,civil,GP_TERM_6A24C5946B8A,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),impugnazione,Opposizione con convenuto all'estero,50,,,notifica DI,decadenziale,art. 641 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_733D625AF762,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),impugnazione,Opposizione tardiva ex art. 650,10,,,primo atto esecutivo,decadenziale eccezionale,,,calcolabile_giorni,True,forward,civil,GP_TERM_8DAA0044C05C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),notifica,Costituzione opponente,10,,,notifica citazione (alle stesse condizioni dell'art. 165 c.p.c.),perentorio,art. 645 c. 2 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_592D8D8BAFD3,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),notifica,Termine a comparire post-Cartabia,120,,,notifica citazione,minimo legale,art. 163-bis c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_0C2E99709D68,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100002,Opposizione a decreto ingiuntivo (art. 645 c.p.c.),Opposizioni a provvedimenti monitori,Opposizione al decreto ingiuntivo - trasformazione in giudizio ordinario di cognizione,Rito ordinario di cognizione (l'opposizione apre il giudizio di cognizione piena sul rapporto sostanziale),costituzione,Costituzione opposto,70,,,prima dell'udienza,perentorio (decadenze),art. 166 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_83B12DD075A7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100011,Opposizione all'esecuzione ex art. 615 c. 2 c.p.c. (dopo l'inizio dell'esecuzione),Opposizioni esecutive,Opposizione successiva all'inizio dell'esecuzione - merito,Procedimento davanti al GIUDICE DELL'ESECUZIONE - successiva fase di merito davanti al giudice competente per la causa di valore corrispondente,prescrizione_decadenza,Termine assegnato dal GE per introduzione causa di merito,fissato dal GE (di norma 60),,,,decadenziale,art. 616 c.p.c.,MASSIMA,calcolabile_giorni,True,forward,civil,GP_TERM_41283FEB7432,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100011,Opposizione all'esecuzione ex art. 615 c. 2 c.p.c. (dopo l'inizio dell'esecuzione),Opposizioni esecutive,Opposizione successiva all'inizio dell'esecuzione - merito,Procedimento davanti al GIUDICE DELL'ESECUZIONE - successiva fase di merito davanti al giudice competente per la causa di valore corrispondente,impugnazione,Reclamo avverso ordinanza GE su sospensione,20,,,udienza o comunicazione ordinanza,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_F627137FC43B,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100011,Opposizione all'esecuzione ex art. 615 c. 2 c.p.c. (dopo l'inizio dell'esecuzione),Opposizioni esecutive,Opposizione successiva all'inizio dell'esecuzione - merito,Procedimento davanti al GIUDICE DELL'ESECUZIONE - successiva fase di merito davanti al giudice competente per la causa di valore corrispondente,impugnazione,OPPOSIZIONE 617 (formale - distinta),20,,,atto contestato,decadenziale,art. 617 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_F09A87586B8F,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100019,Opposizione all'esecuzione mobiliare e immobiliare riassunta davanti al Giudice di Pace,Contenzioso civile,Altri istituti e leggi speciali - Libro III c.p.c.,Esecuzione forzata,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_4BDB556782EE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,100021,Opposizione agli atti esecutivi (art. 617 c.p.c.) - mobiliare,Opposizioni esecutive,,Opposizione ex art. 617 c.p.c. - termine perentorio breve,impugnazione,Proposizione opposizione,20,,,compimento atto/legale conoscenza,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_0D37B390BF0B,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,100999,PROVA,Contenzioso civile,Altri istituti e leggi speciali - Libro III c.p.c.,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini processuali del procedimento,,,,"Da verificare secondo rito, provvedimento o notifica",,,,manual_review,False,forward,civil,GP_TERM_7C9FB2268E75,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),Impugnazioni straordinarie,Revocazione per motivi straordinari delle sentenze passate in giudicato o non più impugnabili,Rito ordinario di cognizione davanti al giudice che ha emesso la sentenza impugnata,prescrizione_decadenza,"REVOCAZIONE STRAORDINARIA (n. 1, 2, 3, 6)",30,,,scoperta fatto giustificante,DECADENZIALE,art. 326 c.p.c.,MASSIMA,calcolabile_giorni,True,forward,civil,GP_TERM_06A1E6725E91,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),Impugnazioni straordinarie,Revocazione per motivi straordinari delle sentenze passate in giudicato o non più impugnabili,Rito ordinario di cognizione davanti al giudice che ha emesso la sentenza impugnata,notifica,"REVOCAZIONE ORDINARIA (n. 4, 5)",30,,,notifica sentenza,decadenziale,art. 325 c.p.c.,,calcolabile_giorni,True,forward,civil,GP_TERM_4B98CC51447A,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),Impugnazioni straordinarie,Revocazione per motivi straordinari delle sentenze passate in giudicato o non più impugnabili,Rito ordinario di cognizione davanti al giudice che ha emesso la sentenza impugnata,prescrizione_decadenza,Revocazione ordinaria - termine lungo,,6,,pubblicazione sentenza,decadenziale,art. 327 c.p.c.,,calcolabile_mesi,True,forward,civil,GP_TERM_1250822A4E77,Importabile come template mesi se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),Impugnazioni straordinarie,Revocazione per motivi straordinari delle sentenze passate in giudicato o non più impugnabili,Rito ordinario di cognizione davanti al giudice che ha emesso la sentenza impugnata,costituzione,Termine a comparire,120,,,,minimo legale post-Cartabia,,,calcolabile_giorni,True,forward,civil,GP_TERM_5E9D42CD577D,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101001,Revocazione ordinaria della sentenza (art. 395 c.p.c.),Impugnazioni straordinarie,Revocazione per motivi straordinari delle sentenze passate in giudicato o non più impugnabili,Rito ordinario di cognizione davanti al giudice che ha emesso la sentenza impugnata,costituzione,Costituzione convenuto,70,,,prima udienza,perentorio,,,calcolabile_giorni,True,backward,civil,GP_TERM_ED8FCEC62A0C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101002,Revocazione della sentenza ex artt. 395 e ss. c.p.c.,Impugnazioni straordinarie,,Procedimento ordinario davanti al giudice che ha emesso la sentenza,notifica,"Revocazione ordinaria (motivi n. 4, 5)",30,,,notificazione/comunicazione sentenza,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_00D9FAA64DE3,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,101002,Revocazione della sentenza ex artt. 395 e ss. c.p.c.,Impugnazioni straordinarie,,Procedimento ordinario davanti al giudice che ha emesso la sentenza,generico_da_classificare,"Revocazione straordinaria (motivi n. 1, 2, 3, 6)",30,,,scoperta motivo,perentorio,,,calcolabile_giorni,True,forward,civil,GP_TERM_4FED6CD64394,Importabile come template giorni se evento generatore e' valorizzato.
